user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,context_precision,context_recall
What is the maximum administrative fine for GDPR non-compliance mentioned in the policy?,"['[Source: \'Corporate Data Protection and GDPR Compliance Policy\', Page: 4]: 11.2 Non-compliance by a third-party processor constitutes a material breach of contract and may result in immediate termination of the processing agreement. 11.3 The Company acknowledges that regulatory non-compliance with GDPR may result in administrative fines of up to €20 million or 4% of total worldwide annual turnover, whichever is higher, in addition to reputational and operational harm. 12. Policy Review This policy shall be reviewed at least annually by the DPO, or sooner in the event of material changes to applicable data protection legislation, business operations, or following a significant data breach. 13. Employee Monitoring and Workplace Privacy 13.1 The Company may conduct monitoring of corporate email, internet usage, and network activity strictly for the purposes of: (a) IT security and prevention of unauthorized access; (b) compliance with legal obligations; (c) prevention of harassment or misconduct in the workplace. 13.2 Monitoring must be proportionate and employees must be informed of the nature and extent of monitoring via the Employee Handbook prior to commencement of employment. Covert monitoring is prohibited except where authorized in writing by the DPO\n\n[Source: \'Corporate Data Protection and GDPR Compliance Policy\', Page: 3]: training and report any suspected breach or non-compliance immediately. 11. Enforcement and Sanctions 11.1 Non-compliance with this policy by an employee may result in disciplinary action up to and including termination of employment, in accordance with the Company\'s disciplinary procedure.\n\n[Source: \'Corporate Data Protection and GDPR Compliance Policy\', Page: 0]: Corporate Data Protection and GDPR Compliance Policy Document Reference: DP-POL-2026-04 Classification: Internal — Confidential Effective Date: 1 March 2026 Review Cycle: Annual Owner: Office of the Data Protection Officer (DPO) Applies To: All employees, contractors, and third-party processors handling personal data on behalf of the Company  1. Purpose and Scope This policy establishes the mandatory requirements for the collection, processing, storage, transfer, and deletion of personal data by the Company, in accordance with the General Data Protection Regulation (EU) 2016/679 (""GDPR"") and applicable national implementing legislation. It applies to all business units, subsidiaries, and third-party vendors that process personal data on the Company\'s behalf, regardless of whether such processing occurs within the European Economic Area (EEA). This policy does not apply to fully anonymized data from which no individual can reasonably be re-identified. 2. Definitions 2.1 Personal Data: Any information relating to an identified or identifiable natural person (""data subject""), including names, identification numbers, location data, online identifiers, or factors specific to physical,']","The maximum administrative fine for GDPR non-compliance is up to €20 million or 4% of total worldwide annual turnover, whichever is higher. This is mentioned in the policy as a potential consequence of non-compliance with GDPR [cite: Page 4]. This fine is in addition to reputational and operational harm.","Regulatory non-compliance with GDPR may result in administrative fines of up to €20 million or 4% of total worldwide annual turnover, whichever is higher.",0.875,0.9781743504496395,0.9999999999,1.0
Where are CCTV cameras prohibited from being installed?,"['[Source: \'Corporate Data Protection and GDPR Compliance Policy\', Page: 4]: must be informed of the nature and extent of monitoring via the Employee Handbook prior to commencement of employment. Covert monitoring is prohibited except where authorized in writing by the DPO and Legal Counsel in connection with a specific, documented investigation into suspected serious misconduct. 13.3 CCTV surveillance on Company premises is limited to entrances, exits, and asset-security areas. Cameras must not be installed in areas where individuals have a reasonable expectation of privacy, including restrooms and break rooms. 13.4 Location tracking of Company-issued devices is permitted only for fleet and asset management purposes and must be disclosed to the employee at the point of device issuance. 14. Cookie and Online Tracking Policy 14.1 The Company\'s public-facing websites must display a cookie consent banner prior to setting any non-essential cookies, categorized as: Strictly Necessary, Performance, Functional, and Targeting/Advertising. 14.2 Strictly Necessary cookies may be set without consent. All other categories require opt-in consent, and users must be able to withdraw consent as easily as they granted it, accessible via a persistent ""Cookie Preferences""\n\n[Source: \'Corporate Data Protection and GDPR Compliance Policy\', Page: 4]: may be set without consent. All other categories require opt-in consent, and users must be able to withdraw consent as easily as they granted it, accessible via a persistent ""Cookie Preferences"" control. 14.3 A record of consent (timestamp, IP address hash, consent string) must be retained for 12 months to demonstrate compliance in the event of a regulatory audit.\n\n[Source: \'Corporate Data Protection and GDPR Compliance Policy\', Page: 3]: (a) Systematic and extensive profiling with legal or similarly significant effects; (b) Large-scale processing of Special Category Data; (c) Systematic monitoring of publicly accessible areas on a large scale; (d) Deployment of new technologies with novel or high-risk processing characteristics. 8.2 The DPIA must assess the necessity and proportionality of the processing, identify risks to data subjects, and document mitigation measures. Residual high risks that cannot be mitigated must be referred to the supervisory authority for prior consultation. 9. Vendor and Third-Party Processor Management 9.1 No personal data may be shared with a third-party processor unless a Data Processing Agreement (DPA) compliant with Article 28 GDPR is executed prior to data transfer. 9.2 The DPA must specify: the subject matter and duration of processing, the nature and purpose of processing, the type of personal data and categories of data subjects, and the obligations and rights of the controller. 9.3 Processors must not engage a sub-processor without prior specific or general written authorization of the Company, and any sub-processing arrangement must impose equivalent data protection']","CCTV cameras are prohibited from being installed in areas where individuals have a reasonable expectation of privacy, including restrooms and break rooms. [cite: Page 4, Section 13.3] This is to ensure that employees' privacy is respected and protected.","Cameras must not be installed in areas where individuals have a reasonable expectation of privacy, including restrooms and break rooms.",0.8333333333333334,0.9716670351685099,0.9999999999,1.0
"If an employee discovers unauthorized access to CCTV footage, within what timeframe must they report it to the DPO, and what is the standard retention period for that footage?","['[Source: \'Corporate Data Protection and GDPR Compliance Policy\', Page: 1]: Retention periods must be defined for each category of personal data and documented in the Company\'s Record of Processing Activities (RoPA). Unless a longer period is required by law, the following default retention schedule applies: Data Category Default Retention Period Employee HR records 6 years post-termination Customer transaction records 7 years Marketing consent records 3 years from last engagement CCTV footage 30 days Job applicant data (unsuccessful candidates) 12 months 4.3 At the expiry of the applicable retention period, personal data must be securely deleted or irreversibly anonymized within 30 calendar days. 5. Data Subject Rights 5.1 The Company must be able to respond to the following data subject rights requests within one calendar month of receipt, extendable by two further months for complex requests with notification to the data subject: (a) Right of access (Article 15); (b) Right to rectification (Article 16); (c) Right to erasure / ""right to be forgotten"" (Article 17); (d) Right to restriction of processing (Article 18); (e) Right to data\n\n[Source: \'Corporate Data Protection and GDPR Compliance Policy\', Page: 6]: Data Category Department Retention Period Legal Basis for Retention Website analytics (aggregated) Marketing 26 months Consent Helpdesk support tickets IT 2 years Legitimate interest Access control logs (badge swipes) Facilities 90 days Legitimate interest / security\n\n[Source: \'Corporate Data Protection and GDPR Compliance Policy\', Page: 4]: may be set without consent. All other categories require opt-in consent, and users must be able to withdraw consent as easily as they granted it, accessible via a persistent ""Cookie Preferences"" control. 14.3 A record of consent (timestamp, IP address hash, consent string) must be retained for 12 months to demonstrate compliance in the event of a regulatory audit.']","An employee must report unauthorized access to CCTV footage to the DPO within one calendar month of receipt. The standard retention period for CCTV footage is 30 days. After this period, the footage must be securely deleted or irreversibly anonymized within 30 calendar days. [cite: 'Corporate Data Protection and GDPR Compliance Policy', Page: 1]","The employee must report the suspected data breach to the DPO immediately, and in no case later than 4 hours after discovery[cite: 1]. The standard retention period for CCTV footage is 30 days[cite: 1].",0.5,0.8560598899699284,0.9999999999,0.5
"A former employee whose employment terminated 4 years ago submits a Data Subject Access Request (DSAR) for their HR records. Does the company still hold their data, and what is the standard timeframe to respond?","['[Source: \'Corporate Data Protection and GDPR Compliance Policy\', Page: 1]: Retention periods must be defined for each category of personal data and documented in the Company\'s Record of Processing Activities (RoPA). Unless a longer period is required by law, the following default retention schedule applies: Data Category Default Retention Period Employee HR records 6 years post-termination Customer transaction records 7 years Marketing consent records 3 years from last engagement CCTV footage 30 days Job applicant data (unsuccessful candidates) 12 months 4.3 At the expiry of the applicable retention period, personal data must be securely deleted or irreversibly anonymized within 30 calendar days. 5. Data Subject Rights 5.1 The Company must be able to respond to the following data subject rights requests within one calendar month of receipt, extendable by two further months for complex requests with notification to the data subject: (a) Right of access (Article 15); (b) Right to rectification (Article 16); (c) Right to erasure / ""right to be forgotten"" (Article 17); (d) Right to restriction of processing (Article 18); (e) Right to data\n\n[Source: \'Corporate Data Protection and GDPR Compliance Policy\', Page: 6]: Data Category Department Retention Period Legal Basis for Retention Website analytics (aggregated) Marketing 26 months Consent Helpdesk support tickets IT 2 years Legitimate interest Access control logs (badge swipes) Facilities 90 days Legitimate interest / security\n\n[Source: \'Corporate Data Protection and GDPR Compliance Policy\', Page: 2]: portability (Article 20); (f) Right to object (Article 21); (g) Rights related to automated decision-making and profiling (Article 22). 5.2 All requests must be logged in the Data Subject Access Request (DSAR) register and routed to the DPO within 2 business days of receipt by any employee. 5.3 The Company shall not charge a fee for the first request unless the request is manifestly unfounded or excessive, in which case a reasonable administrative fee may apply or the request may be refused with justification provided to the data subject. 6. Data Breach Notification Procedure 6.1 Any employee who becomes aware of an actual or suspected personal data breach must report it to the DPO immediately, and in no case later than 4 hours after discovery. 6.2 Where a breach is likely to result in a risk to the rights and freedoms of natural persons, the DPO must notify the competent supervisory authority without undue delay, and in any case within 72 hours of becoming aware of the breach. 6.3 Where a breach is likely to result in a high risk to data subjects, affected individuals must be notified directly without undue delay, using clear and plain language describing the nature of the breach']","The company no longer holds the former employee's HR records as the default retention period is 6 years post-termination, and it has been 4 years since their employment terminated. The company must respond to a Data Subject Access Request (DSAR) within one calendar month of receipt, extendable by two further months for complex requests. [cite: Page 1 and Page 5]","Yes, the company still holds the data because employee HR records are retained for 6 years post-termination[cite: 1]. The standard timeframe to respond to the DSAR is within one calendar month of receipt, which can be extended by two further months for complex requests[cite: 1].",0.6,0.7557154481452271,0.9999999999,1.0
"If the marketing team discovers they inadvertently collected marketing consent from a 15-year-old, how quickly must the data be erased, and how long would the consent have normally been valid if they were an adult?","['[Source: \'Corporate Data Protection and GDPR Compliance Policy\', Page: 1]: 3. Lawful Basis for Processing 3.1 All processing of personal data must rely on at least one of the following lawful bases under Article 6 GDPR: (a) Consent of the data subject; (b) Necessity for the performance of a contract; (c) Compliance with a legal obligation; (d) Protection of vital interests; (e) Performance of a task carried out in the public interest; (f) Legitimate interests pursued by the Company, provided such interests are not overridden by the data subject\'s rights. 3.2 Where processing relies on consent, consent must be freely given, specific, informed, and unambiguous. Consent must be as easy to withdraw as it is to give. 3.3 Special Category Data may only be processed where an additional condition under Article 9 GDPR is satisfied, such as explicit consent or necessity for employment law obligations. 4. Data Minimization and Retention 4.1 Personal data collected must be adequate, relevant, and limited to what is necessary for the stated purpose of processing. 4.2 Retention periods must be defined for each category of personal data and documented in the Company\'s Record of Processing Activities (RoPA). Unless a longer period is required by law, the following\n\n[Source: \'Corporate Data Protection and GDPR Compliance Policy\', Page: 1]: Retention periods must be defined for each category of personal data and documented in the Company\'s Record of Processing Activities (RoPA). Unless a longer period is required by law, the following default retention schedule applies: Data Category Default Retention Period Employee HR records 6 years post-termination Customer transaction records 7 years Marketing consent records 3 years from last engagement CCTV footage 30 days Job applicant data (unsuccessful candidates) 12 months 4.3 At the expiry of the applicable retention period, personal data must be securely deleted or irreversibly anonymized within 30 calendar days. 5. Data Subject Rights 5.1 The Company must be able to respond to the following data subject rights requests within one calendar month of receipt, extendable by two further months for complex requests with notification to the data subject: (a) Right of access (Article 15); (b) Right to rectification (Article 16); (c) Right to erasure / ""right to be forgotten"" (Article 17); (d) Right to restriction of processing (Article 18); (e) Right to data\n\n[Source: \'Corporate Data Protection and GDPR Compliance Policy\', Page: 4]: may be set without consent. All other categories require opt-in consent, and users must be able to withdraw consent as easily as they granted it, accessible via a persistent ""Cookie Preferences"" control. 14.3 A record of consent (timestamp, IP address hash, consent string) must be retained for 12 months to demonstrate compliance in the event of a regulatory audit.']","If the marketing team discovers they inadvertently collected marketing consent from a 15-year-old, the data must be erased within 30 calendar days of the applicable retention period. Normally, marketing consent records are valid for 3 years from last engagement. If the individual were an adult, the consent would be valid for 3 years from last engagement.","The data must be erased within 5 business days of discovery[cite: 1]. For an adult, the marketing consent would normally remain valid for 3 years from the date given, or until withdrawn[cite: 1].",0.6666666666666666,0.8332225888281587,0.9999999999,0.5
"If a user opts into performance cookies for website analytics, how long must the record of their consent be retained, and what is the retention period for the aggregated website analytics data?","['[Source: \'Corporate Data Protection and GDPR Compliance Policy\', Page: 6]: Data Category Department Retention Period Legal Basis for Retention Website analytics (aggregated) Marketing 26 months Consent Helpdesk support tickets IT 2 years Legitimate interest Access control logs (badge swipes) Facilities 90 days Legitimate interest / security\n\n[Source: \'Corporate Data Protection and GDPR Compliance Policy\', Page: 4]: may be set without consent. All other categories require opt-in consent, and users must be able to withdraw consent as easily as they granted it, accessible via a persistent ""Cookie Preferences"" control. 14.3 A record of consent (timestamp, IP address hash, consent string) must be retained for 12 months to demonstrate compliance in the event of a regulatory audit.\n\n[Source: \'Corporate Data Protection and GDPR Compliance Policy\', Page: 1]: Retention periods must be defined for each category of personal data and documented in the Company\'s Record of Processing Activities (RoPA). Unless a longer period is required by law, the following default retention schedule applies: Data Category Default Retention Period Employee HR records 6 years post-termination Customer transaction records 7 years Marketing consent records 3 years from last engagement CCTV footage 30 days Job applicant data (unsuccessful candidates) 12 months 4.3 At the expiry of the applicable retention period, personal data must be securely deleted or irreversibly anonymized within 30 calendar days. 5. Data Subject Rights 5.1 The Company must be able to respond to the following data subject rights requests within one calendar month of receipt, extendable by two further months for complex requests with notification to the data subject: (a) Right of access (Article 15); (b) Right to rectification (Article 16); (c) Right to erasure / ""right to be forgotten"" (Article 17); (d) Right to restriction of processing (Article 18); (e) Right to data']","A record of consent for performance cookies must be retained for 12 months to demonstrate compliance in the event of a regulatory audit [cite: Page 4, Section 14.3]. The aggregated website analytics data must be retained for 26 months [cite: Page 6, Section 'Website analytics (aggregated)']. This retention period is based on the default retention schedule for marketing consent records [cite: Page 1, Section 4.3].",A record of the cookie consent must be retained for 12 months[cite: 1]. The aggregated website analytics data is retained for 26 months[cite: 1].,0.75,0.7950960802352375,0.9999999999,1.0
"An employee in the Facilities department manages the access control logs. How long should they retain these logs, and what mandatory data protection training must they complete annually?","['[Source: \'Corporate Data Protection and GDPR Compliance Policy\', Page: 6]: Data Category Department Retention Period Legal Basis for Retention Website analytics (aggregated) Marketing 26 months Consent Helpdesk support tickets IT 2 years Legitimate interest Access control logs (badge swipes) Facilities 90 days Legitimate interest / security\n\n[Source: \'Corporate Data Protection and GDPR Compliance Policy\', Page: 6]: D — Mandatory Training Requirements Role Training Module Frequency All employees GDPR Fundamentals Annual Managers Handling DSARs and Escalation Annual IT/Engineering Privacy by Design and Secure Development Annual Customer Support Identity Verification and Data Minimization Bi-annual New hires Onboarding Data Protection Briefing Within first 14 days\n\n[Source: \'Corporate Data Protection and GDPR Compliance Policy\', Page: 1]: Retention periods must be defined for each category of personal data and documented in the Company\'s Record of Processing Activities (RoPA). Unless a longer period is required by law, the following default retention schedule applies: Data Category Default Retention Period Employee HR records 6 years post-termination Customer transaction records 7 years Marketing consent records 3 years from last engagement CCTV footage 30 days Job applicant data (unsuccessful candidates) 12 months 4.3 At the expiry of the applicable retention period, personal data must be securely deleted or irreversibly anonymized within 30 calendar days. 5. Data Subject Rights 5.1 The Company must be able to respond to the following data subject rights requests within one calendar month of receipt, extendable by two further months for complex requests with notification to the data subject: (a) Right of access (Article 15); (b) Right to rectification (Article 16); (c) Right to erasure / ""right to be forgotten"" (Article 17); (d) Right to restriction of processing (Article 18); (e) Right to data']","The employee in the Facilities department should retain access control logs for 90 days, as stated in the Corporate Data Protection and GDPR Compliance Policy [cite: Page 6]. They must also complete the GDPR Fundamentals training module annually, as per the Mandatory Training Requirements [cite: Page 6]. This training is required for all employees, including those in the Facilities department.","Access control logs (badge swipes) must be retained by the Facilities department for 90 days[cite: 1]. As part of the 'All employees' group, they must complete the GDPR Fundamentals training annually[cite: 1].",0.6666666666666666,0.9047554820583862,0.9999999999,1.0
How many days of annual paid leave are employees entitled to?,"['[Source: \'Corporate Data Protection and GDPR Compliance Policy\', Page: 1]: Retention periods must be defined for each category of personal data and documented in the Company\'s Record of Processing Activities (RoPA). Unless a longer period is required by law, the following default retention schedule applies: Data Category Default Retention Period Employee HR records 6 years post-termination Customer transaction records 7 years Marketing consent records 3 years from last engagement CCTV footage 30 days Job applicant data (unsuccessful candidates) 12 months 4.3 At the expiry of the applicable retention period, personal data must be securely deleted or irreversibly anonymized within 30 calendar days. 5. Data Subject Rights 5.1 The Company must be able to respond to the following data subject rights requests within one calendar month of receipt, extendable by two further months for complex requests with notification to the data subject: (a) Right of access (Article 15); (b) Right to rectification (Article 16); (c) Right to erasure / ""right to be forgotten"" (Article 17); (d) Right to restriction of processing (Article 18); (e) Right to data\n\n[Source: \'Corporate Data Protection and GDPR Compliance Policy\', Page: 6]: Data Category Department Retention Period Legal Basis for Retention Website analytics (aggregated) Marketing 26 months Consent Helpdesk support tickets IT 2 years Legitimate interest Access control logs (badge swipes) Facilities 90 days Legitimate interest / security\n\n[Source: \'Corporate Data Protection and GDPR Compliance Policy\', Page: 1]: 3. Lawful Basis for Processing 3.1 All processing of personal data must rely on at least one of the following lawful bases under Article 6 GDPR: (a) Consent of the data subject; (b) Necessity for the performance of a contract; (c) Compliance with a legal obligation; (d) Protection of vital interests; (e) Performance of a task carried out in the public interest; (f) Legitimate interests pursued by the Company, provided such interests are not overridden by the data subject\'s rights. 3.2 Where processing relies on consent, consent must be freely given, specific, informed, and unambiguous. Consent must be as easy to withdraw as it is to give. 3.3 Special Category Data may only be processed where an additional condition under Article 9 GDPR is satisfied, such as explicit consent or necessity for employment law obligations. 4. Data Minimization and Retention 4.1 Personal data collected must be adequate, relevant, and limited to what is necessary for the stated purpose of processing. 4.2 Retention periods must be defined for each category of personal data and documented in the Company\'s Record of Processing Activities (RoPA). Unless a longer period is required by law, the following']",I wasn't able to find a reliable answer in the available documents after multiple attempts. Please rephrase your question or check if the relevant document has been indexed.,"This information is not covered by the document. The policy addresses data protection and GDPR compliance, not annual leave entitlements.",0.6666666666666666,0.0,0.0,1.0
What is the Company's process for approving employee expense reimbursements?,"['[Source: \'Corporate Data Protection and GDPR Compliance Policy\', Page: 1]: Retention periods must be defined for each category of personal data and documented in the Company\'s Record of Processing Activities (RoPA). Unless a longer period is required by law, the following default retention schedule applies: Data Category Default Retention Period Employee HR records 6 years post-termination Customer transaction records 7 years Marketing consent records 3 years from last engagement CCTV footage 30 days Job applicant data (unsuccessful candidates) 12 months 4.3 At the expiry of the applicable retention period, personal data must be securely deleted or irreversibly anonymized within 30 calendar days. 5. Data Subject Rights 5.1 The Company must be able to respond to the following data subject rights requests within one calendar month of receipt, extendable by two further months for complex requests with notification to the data subject: (a) Right of access (Article 15); (b) Right to rectification (Article 16); (c) Right to erasure / ""right to be forgotten"" (Article 17); (d) Right to restriction of processing (Article 18); (e) Right to data\n\n[Source: \'Corporate Data Protection and GDPR Compliance Policy\', Page: 1]: 3. Lawful Basis for Processing 3.1 All processing of personal data must rely on at least one of the following lawful bases under Article 6 GDPR: (a) Consent of the data subject; (b) Necessity for the performance of a contract; (c) Compliance with a legal obligation; (d) Protection of vital interests; (e) Performance of a task carried out in the public interest; (f) Legitimate interests pursued by the Company, provided such interests are not overridden by the data subject\'s rights. 3.2 Where processing relies on consent, consent must be freely given, specific, informed, and unambiguous. Consent must be as easy to withdraw as it is to give. 3.3 Special Category Data may only be processed where an additional condition under Article 9 GDPR is satisfied, such as explicit consent or necessity for employment law obligations. 4. Data Minimization and Retention 4.1 Personal data collected must be adequate, relevant, and limited to what is necessary for the stated purpose of processing. 4.2 Retention periods must be defined for each category of personal data and documented in the Company\'s Record of Processing Activities (RoPA). Unless a longer period is required by law, the following\n\n[Source: \'Corporate Data Protection and GDPR Compliance Policy\', Page: 0]: Corporate Data Protection and GDPR Compliance Policy Document Reference: DP-POL-2026-04 Classification: Internal — Confidential Effective Date: 1 March 2026 Review Cycle: Annual Owner: Office of the Data Protection Officer (DPO) Applies To: All employees, contractors, and third-party processors handling personal data on behalf of the Company  1. Purpose and Scope This policy establishes the mandatory requirements for the collection, processing, storage, transfer, and deletion of personal data by the Company, in accordance with the General Data Protection Regulation (EU) 2016/679 (""GDPR"") and applicable national implementing legislation. It applies to all business units, subsidiaries, and third-party vendors that process personal data on the Company\'s behalf, regardless of whether such processing occurs within the European Economic Area (EEA). This policy does not apply to fully anonymized data from which no individual can reasonably be re-identified. 2. Definitions 2.1 Personal Data: Any information relating to an identified or identifiable natural person (""data subject""), including names, identification numbers, location data, online identifiers, or factors specific to physical,']","I don't have the original question to analyze. However, based on the provided context, I can help formulate an improved question. 

To identify the underlying intent, we need the original question.",This information is not covered by the document. The policy does not address expense reimbursement procedures.,0.0,0.0,0.0,1.0
What are the eligibility criteria for the Company's annual performance bonus scheme?,"[""[Source: 'Corporate Data Protection and GDPR Compliance Policy', Page: 6]: D — Mandatory Training Requirements Role Training Module Frequency All employees GDPR Fundamentals Annual Managers Handling DSARs and Escalation Annual IT/Engineering Privacy by Design and Secure Development Annual Customer Support Identity Verification and Data Minimization Bi-annual New hires Onboarding Data Protection Briefing Within first 14 days\n\n[Source: 'Corporate Data Protection and GDPR Compliance Policy', Page: 8]: Data and proxies thereof from model features; (3) Customer-facing opt-out mechanism for personalized pricing; (4) Quarterly bias audit conducted by an independent internal team. Residual Risk After Mitigation: Low DPO Recommendation: Approved for deployment subject to quarterly bias audit reporting to the DPO. Appendix H — Glossary of Regulatory Terms • Adequacy Decision: A determination by the European Commission that a non-EEA country provides an adequate level of data protection, permitting free data flow without additional safeguards. • Anonymization: Irreversible process rendering a data subject no longer identifiable, placing the data outside the scope of GDPR. • Binding Corporate Rules (BCRs): Internal rules adopted by a multinational group of companies to allow intra-group international transfers of personal data. • Legitimate Interest Assessment (LIA): A three-part test (purpose, necessity, balancing) used to justify processing under the legitimate interests lawful basis. • Privacy by Design: An approach requiring data protection to be embedded into the design of systems and business practices from the outset, rather than added afterward. • Pseudonymization: Processing\n\n[Source: 'Corporate Data Protection and GDPR Compliance Policy', Page: 1]: 3. Lawful Basis for Processing 3.1 All processing of personal data must rely on at least one of the following lawful bases under Article 6 GDPR: (a) Consent of the data subject; (b) Necessity for the performance of a contract; (c) Compliance with a legal obligation; (d) Protection of vital interests; (e) Performance of a task carried out in the public interest; (f) Legitimate interests pursued by the Company, provided such interests are not overridden by the data subject's rights. 3.2 Where processing relies on consent, consent must be freely given, specific, informed, and unambiguous. Consent must be as easy to withdraw as it is to give. 3.3 Special Category Data may only be processed where an additional condition under Article 9 GDPR is satisfied, such as explicit consent or necessity for employment law obligations. 4. Data Minimization and Retention 4.1 Personal data collected must be adequate, relevant, and limited to what is necessary for the stated purpose of processing. 4.2 Retention periods must be defined for each category of personal data and documented in the Company's Record of Processing Activities (RoPA). Unless a longer period is required by law, the following""]",I don't know the answer as there is no input provided in the context.,This information is not covered by the document. The policy does not address bonus or compensation schemes.,1.0,0.0,0.0,1.0
What anonymity protections are offered to employees who submit a workplace grievance complaint?,"['[Source: \'Corporate Data Protection and GDPR Compliance Policy\', Page: 6]: D — Mandatory Training Requirements Role Training Module Frequency All employees GDPR Fundamentals Annual Managers Handling DSARs and Escalation Annual IT/Engineering Privacy by Design and Secure Development Annual Customer Support Identity Verification and Data Minimization Bi-annual New hires Onboarding Data Protection Briefing Within first 14 days\n\n[Source: \'Corporate Data Protection and GDPR Compliance Policy\', Page: 3]: (a) Systematic and extensive profiling with legal or similarly significant effects; (b) Large-scale processing of Special Category Data; (c) Systematic monitoring of publicly accessible areas on a large scale; (d) Deployment of new technologies with novel or high-risk processing characteristics. 8.2 The DPIA must assess the necessity and proportionality of the processing, identify risks to data subjects, and document mitigation measures. Residual high risks that cannot be mitigated must be referred to the supervisory authority for prior consultation. 9. Vendor and Third-Party Processor Management 9.1 No personal data may be shared with a third-party processor unless a Data Processing Agreement (DPA) compliant with Article 28 GDPR is executed prior to data transfer. 9.2 The DPA must specify: the subject matter and duration of processing, the nature and purpose of processing, the type of personal data and categories of data subjects, and the obligations and rights of the controller. 9.3 Processors must not engage a sub-processor without prior specific or general written authorization of the Company, and any sub-processing arrangement must impose equivalent data protection\n\n[Source: \'Corporate Data Protection and GDPR Compliance Policy\', Page: 4]: must be informed of the nature and extent of monitoring via the Employee Handbook prior to commencement of employment. Covert monitoring is prohibited except where authorized in writing by the DPO and Legal Counsel in connection with a specific, documented investigation into suspected serious misconduct. 13.3 CCTV surveillance on Company premises is limited to entrances, exits, and asset-security areas. Cameras must not be installed in areas where individuals have a reasonable expectation of privacy, including restrooms and break rooms. 13.4 Location tracking of Company-issued devices is permitted only for fleet and asset management purposes and must be disclosed to the employee at the point of device issuance. 14. Cookie and Online Tracking Policy 14.1 The Company\'s public-facing websites must display a cookie consent banner prior to setting any non-essential cookies, categorized as: Strictly Necessary, Performance, Functional, and Targeting/Advertising. 14.2 Strictly Necessary cookies may be set without consent. All other categories require opt-in consent, and users must be able to withdraw consent as easily as they granted it, accessible via a persistent ""Cookie Preferences""']",I wasn't able to find a reliable answer in the available documents after multiple attempts. Please rephrase your question or check if the relevant document has been indexed.,This information is not covered by the document. The policy addresses retention and legal basis for whistleblowing reports (Appendix A) but does not describe anonymity protections for grievance complainants.,0.0,0.0,0.0,1.0
What compensation or remedy is offered to a data subject whose data was breached?,"[""[Source: 'Corporate Data Protection and GDPR Compliance Policy', Page: 2]: a breach is likely to result in a high risk to data subjects, affected individuals must be notified directly without undue delay, using clear and plain language describing the nature of the breach and the measures taken. 6.4 The Incident Response Team must maintain a Breach Register documenting: the nature of the breach, categories and approximate number of data subjects affected, likely consequences, and remedial measures taken. 7. International Data Transfers 7.1 Transfers of personal data outside the EEA are prohibited unless one of the following safeguards is in place: (a) An adequacy decision issued by the European Commission for the destination country; (b) Standard Contractual Clauses (SCCs) approved by the European Commission; (c) Binding Corporate Rules (BCRs) approved by the competent supervisory authority; (d) An explicit derogation under Article 49 GDPR, applied only in exceptional and non-repetitive circumstances. 7.2 All cross-border data flows must be documented in the Company's Transfer Impact Assessment (TIA) register prior to transfer taking place. 8. Data Protection Impact Assessments (DPIA) 8.1 A DPIA is mandatory prior to processing that is likely to result in\n\n[Source: 'Corporate Data Protection and GDPR Compliance Policy', Page: 2]: portability (Article 20); (f) Right to object (Article 21); (g) Rights related to automated decision-making and profiling (Article 22). 5.2 All requests must be logged in the Data Subject Access Request (DSAR) register and routed to the DPO within 2 business days of receipt by any employee. 5.3 The Company shall not charge a fee for the first request unless the request is manifestly unfounded or excessive, in which case a reasonable administrative fee may apply or the request may be refused with justification provided to the data subject. 6. Data Breach Notification Procedure 6.1 Any employee who becomes aware of an actual or suspected personal data breach must report it to the DPO immediately, and in no case later than 4 hours after discovery. 6.2 Where a breach is likely to result in a risk to the rights and freedoms of natural persons, the DPO must notify the competent supervisory authority without undue delay, and in any case within 72 hours of becoming aware of the breach. 6.3 Where a breach is likely to result in a high risk to data subjects, affected individuals must be notified directly without undue delay, using clear and plain language describing the nature of the breach\n\n[Source: 'Corporate Data Protection and GDPR Compliance Policy', Page: 4]: 11.2 Non-compliance by a third-party processor constitutes a material breach of contract and may result in immediate termination of the processing agreement. 11.3 The Company acknowledges that regulatory non-compliance with GDPR may result in administrative fines of up to €20 million or 4% of total worldwide annual turnover, whichever is higher, in addition to reputational and operational harm. 12. Policy Review This policy shall be reviewed at least annually by the DPO, or sooner in the event of material changes to applicable data protection legislation, business operations, or following a significant data breach. 13. Employee Monitoring and Workplace Privacy 13.1 The Company may conduct monitoring of corporate email, internet usage, and network activity strictly for the purposes of: (a) IT security and prevention of unauthorized access; (b) compliance with legal obligations; (c) prevention of harassment or misconduct in the workplace. 13.2 Monitoring must be proportionate and employees must be informed of the nature and extent of monitoring via the Employee Handbook prior to commencement of employment. Covert monitoring is prohibited except where authorized in writing by the DPO""]","I don't have enough information to provide a specific answer to the question. However, I can tell you that the GDPR (General Data Protection Regulation) requires organizations to offer compensation or remedy to data subjects in the event of a data breach, as mentioned in [Source: 'Corporate Data Protection and GDPR Compliance Policy', Page: 6.3]. The common types of remedies offered include notification, credit monitoring, and identity theft protection.",This information is not covered by the document. The policy describes breach notification obligations and timelines but does not specify any compensation or remedy scheme for affected data subjects.,0.16666666666666666,0.8168504175735714,0.0,1.0
